source,group,feature,icc_2_1,n_subjects,n_trials,trial_ids_used,ms_subject,ms_trial,ms_error,plot_label,plot_order
embedding_biomarker,all,distance_healthy_plus_neuro_minus_ortho,0.8231383282338951,2,24,"1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,14.0,13.0,12.0,11.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0,24.0",8.515869658864457,0.1058981084705877,0.0457610474763769,EDGB (This work),0
RF_FreeAcc_Magnitude,all,RF_FreeAcc_Magnitude_avg_stride_time,0.896697214725761,2,24,"1,2,3,4,5,6,7,8,9,10,14,13,12,11,15,16,17,18,19,20,21,22,23,24",0.15652494523812488,0.0006595898673935868,0.00083508009515689,Average stride time,1
RF_FreeAcc_Magnitude,all,RF_FreeAcc_Magnitude_gait_cadence,0.8093182259722581,2,24,"1,2,3,4,5,6,7,8,9,10,14,13,12,11,15,16,17,18,19,20,21,22,23,24",0.43426514302211483,0.003922620746797965,0.004515088524048138,Gait cadence,2
RF_FreeAcc_Magnitude,all,RF_FreeAcc_Magnitude_std_stride_time,0.4134344095619881,2,24,"1,2,3,4,5,6,7,8,9,10,14,13,12,11,15,16,17,18,19,20,21,22,23,24",0.09750066785301756,0.00538500878334511,0.005493074688706563,Std stride time,3
RF_FreeAcc_Magnitude,all,RF_FreeAcc_Magnitude_max_stride_time,0.3133017819565334,2,24,"1,2,3,4,5,6,7,8,9,10,14,13,12,11,15,16,17,18,19,20,21,22,23,24",3.2447999999999997,0.27215181159420293,0.2710130434782609,Max stride time,4
RF_FreeAcc_Magnitude,all,RF_FreeAcc_Magnitude_u_turn_time,0.3422259791490562,2,24,"1,2,3,4,5,6,7,8,9,10,14,13,12,11,15,16,17,18,19,20,21,22,23,24",1.3500520833333338,0.10499338768115947,0.0958868659420289,U-turn time,5
