source,group,feature,icc_2_1,n_subjects,n_trials,trial_ids_used,ms_subject,ms_trial,ms_error
HE_Gyr_Magnitude,ortho,HE_Gyr_Magnitude_max_angular_acceleration,0.3934812249996321,2,9,"1,2,3,4,5,6,7,8,9",133.43156894999763,15.237100168122875,22.694472721976968
HE_Gyr_Magnitude,ortho,HE_Gyr_Magnitude_std_angular_acceleration,0.8029647620620236,2,9,"1,2,3,4,5,6,7,8,9",36.013860167211874,0.9069927386920736,1.0021909647922609
LB_FreeAcc_Magnitude,all,LB_FreeAcc_Magnitude_avg_stride_time,0.896697214725761,2,24,"1,2,3,4,5,6,7,8,9,10,14,13,12,11,15,16,17,18,19,20,21,22,23,24",0.15652494523812488,0.0006595898673935868,0.00083508009515689
LB_FreeAcc_Magnitude,all,LB_FreeAcc_Magnitude_max_stride_time,0.3133017819565334,2,24,"1,2,3,4,5,6,7,8,9,10,14,13,12,11,15,16,17,18,19,20,21,22,23,24",3.2447999999999997,0.27215181159420293,0.2710130434782609
LB_FreeAcc_Magnitude,all,LB_FreeAcc_Magnitude_std_stride_time,0.4134344095619881,2,24,"1,2,3,4,5,6,7,8,9,10,14,13,12,11,15,16,17,18,19,20,21,22,23,24",0.09750066785301756,0.00538500878334511,0.005493074688706563
LB_FreeAcc_Magnitude,all,LB_FreeAcc_Magnitude_u_turn_time,0.3422259791490562,2,24,"1,2,3,4,5,6,7,8,9,10,14,13,12,11,15,16,17,18,19,20,21,22,23,24",1.3500520833333338,0.10499338768115947,0.0958868659420289
LB_FreeAcc_Magnitude,all,LB_FreeAcc_Magnitude_gait_cadence,0.8093182259722581,2,24,"1,2,3,4,5,6,7,8,9,10,14,13,12,11,15,16,17,18,19,20,21,22,23,24",0.43426514302211483,0.003922620746797965,0.004515088524048138
LB_FreeAcc_Magnitude,all,LB_FreeAcc_Magnitude_avg_acceleration_peak,0.5178280310295007,2,24,"1,2,3,4,5,6,7,8,9,10,14,13,12,11,15,16,17,18,19,20,21,22,23,24",1.3213404011860632,0.058494224202611245,0.04086461891397531
LB_FreeAcc_Magnitude,all,LB_FreeAcc_Magnitude_max_acceleration_peak,0.050180027586814197,2,24,"1,2,3,4,5,6,7,8,9,10,14,13,12,11,15,16,17,18,19,20,21,22,23,24",4.013718224202176,2.481281263030503,1.4936920146932158
LB_FreeAcc_Magnitude,all,LB_FreeAcc_Magnitude_std_acceleration_peak,0.04633344558304064,2,24,"1,2,3,4,5,6,7,8,9,10,14,13,12,11,15,16,17,18,19,20,21,22,23,24",0.05794329666145656,0.027306901986427698,0.026546175986397077
LB_FreeAcc_Magnitude,all,LB_FreeAcc_Magnitude_avg_jerk,-0.020539363469837747,2,24,"1,2,3,4,5,6,7,8,9,10,14,13,12,11,15,16,17,18,19,20,21,22,23,24",13.03616865234494,26.855566220798625,25.738182923403407
LB_FreeAcc_Magnitude,all,LB_FreeAcc_Magnitude_max_jerk,0.07332017538475713,2,24,"1,2,3,4,5,6,7,8,9,10,14,13,12,11,15,16,17,18,19,20,21,22,23,24",6679.268198357355,2497.6729162953047,2209.7629830543933
LB_FreeAcc_Magnitude,all,LB_FreeAcc_Magnitude_std_jerk,0.05605313839246082,2,24,"1,2,3,4,5,6,7,8,9,10,14,13,12,11,15,16,17,18,19,20,21,22,23,24",154.59896429076812,72.92211485000074,59.93070270429586
LB_FreeAcc_Magnitude,healthy,LB_FreeAcc_Magnitude_avg_stride_time,0.9304282968770216,2,10,"1,2,3,4,5,6,7,8,9,10",0.13839812342315364,0.00046760841096789237,0.0015784975436839916
LB_FreeAcc_Magnitude,healthy,LB_FreeAcc_Magnitude_max_stride_time,0.5568115714173415,2,10,"1,2,3,4,5,6,7,8,9,10",2.7751250000000005,0.18987166666666663,0.2173027777777778
LB_FreeAcc_Magnitude,healthy,LB_FreeAcc_Magnitude_std_stride_time,0.437093676537258,2,10,"1,2,3,4,5,6,7,8,9,10",0.0409867115227687,0.0036197585379777694,0.0055162824859655325
LB_FreeAcc_Magnitude,healthy,LB_FreeAcc_Magnitude_u_turn_time,0.528050997023418,2,10,"1,2,3,4,5,6,7,8,9,10",1.8666050000000012,0.10253833333333336,0.19607166666666645
LB_FreeAcc_Magnitude,healthy,LB_FreeAcc_Magnitude_gait_cadence,0.938556833215753,2,10,"1,2,3,4,5,6,7,8,9,10",0.3642996636863728,0.0010440379573730578,0.003677628135138478
