healthy_class,metric,normalized_before_centroid,centroid_000,centroid_001,centroid_002,centroid_003,centroid_004,centroid_005,centroid_006,centroid_007,centroid_008,centroid_009,centroid_010,centroid_011,centroid_012,centroid_013,centroid_014,centroid_015,centroid_016,centroid_017,centroid_018,centroid_019,centroid_020,centroid_021,centroid_022,centroid_023,centroid_024,centroid_025,centroid_026,centroid_027,centroid_028,centroid_029,centroid_030,centroid_031
healthy,euclidean,True,-0.076064214,-0.117155105,0.055535935,-0.11405656,-0.09582322,-0.0066902237,0.03966,0.2015539,0.23770571,0.11235018,0.2312781,-0.045110814,-0.17670424,-0.110480644,0.13864167,-0.018297935,-0.04122543,0.27787793,0.25387228,0.10293681,-0.058436584,-0.12557234,-0.22254138,-0.15853989,0.19953522,-0.3398182,0.3310079,0.06705062,0.1383838,0.05988103,-0.20552363,0.08673512
